File Name	Genotype
A_common_tern_Czech_Republic_8807-1_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Czech_Republic_8807-4_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Czech_Republic_8807-5_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_England_086637_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_England_090570_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_tern_England_248697_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_England_260258_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_England_260528_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_England_327279_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_England_330798_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_England_330853_2023.fa	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file
A_common_tern_England_353415_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_England_401299_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_England_401301_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Finland_7479_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Germany-NI_AI03185_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_common_tern_Germany-NI_AI03186_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_common_tern_Germany-NI_AI03512_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_common_tern_Germany-NI_AI03520_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_common_tern_Germany-NI_AI03523_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_common_tern_Germany-NI_AI04284_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_common_tern_Germany-NW_2023AI04981_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Germany-SH_2023AI05269_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_tern_Hungary_8187_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_common_tern_Italy_23VIR6412-2_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Italy_23VIR6435-2_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Italy_23VIR6437-3_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Italy_23VIR6743_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Italy_23VIR6744_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_tern_Luxembourg_23109715_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_10_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_10_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_11_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_11_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_1_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_1_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_12_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_13_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_14_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_14_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_15_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_15_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_16_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_16_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_17_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_17_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_18_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_18_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_19_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_19_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_20_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_20_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_21_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_21_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_2_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_22_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_22_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_23_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_23_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_24_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_24_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_25_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_25_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_26_2022.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_26_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_27_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_27_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_28_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_31_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_3_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_3_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_32_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_33_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_4_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_4_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_5_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_5_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_6_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_7_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_7_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_8_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_8_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_9_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Common_Tern_Netherlands_9_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Poland_MB143_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_common_tern_Poland_MB182-NJ_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Poland_MB247-5_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Spain_2713-21-2023_23VIR6502-20_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Spain_2713-24-2023_23VIR6502-21_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Spain_2774-12-2023_23VIR6502-25_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern_Spain_2903-11-2023_23VIR6502-33_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_common_tern__Uvs-Nuur_Lake_26_2016.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_common_tern_Wales_089438_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_condor_Guangdong_139_2003.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cooper_s_Hawk_BC_AIVPHL-1027_2023.fa	B4.1
A_Cooper_s_Hawk_BC_AIVPHL-1125_2023.fa	B3.2
A_Cooper_s_Hawk_BC_AIVPHL-1243_2023.fa	B3.2
A_Cooper_s_Hawk_BC_AIVPHL-1370_2023.fa	B3.6
A_Cooper_s_Hawk_BC_AIVPHL-1393_2023.fa	B3.6
A_Cooper_s_Hawk_BC_AIVPHL-1433_2023.fa	B3.10
A_Cooper_s_Hawk_BC_AIVPHL-1498_2023.fa	A3
A_Cooper_s_Hawk_BC_AIVPHL-893_2023.fa	A3
A_Cooper_s_Hawk_BC_AIVPHL-924_2023.fa	B3.2
A_coot_England_388108_2022.fa	A5
A_coot_Iwate_13_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Coot_Korea_H81_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_coot_Shiga_2501T010_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Copsychus_saularis_Guangdong_SW8_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_cormorant_Germany-SH_R896_2017.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_Cormorant_Hungary_6102_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_cormorant_Netherlands_20016582-005_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_cormorant_Strilkova_Kherson_63_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_corvus_corvus_Romania_10368_23VIR1368-1_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Corvus_monedula_Belgium_11918_0006_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_coscoroba_swan_Austria_23005657-003_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_coscoroba_swan_Austria_23005657-003_23.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-10_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU1_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-12_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-14_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-15_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-16_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-25_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-26_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-27_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-28_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-31_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-33_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-34_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-37_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-43_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-44_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-45_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-46_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-48_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-52_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-53_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-6_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-8_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-9_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crane_Kagoshima_KU-93_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_crane_Poland_MB528_2021.fa	Not assigned: No Matching Genotypes
A_crested_goshawk_Hong_Kong_458_2007.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crested_myna_Hong_Kong_540_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Crow_Aghakhan_2017.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_crow_Assam_142119_2008.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_1008_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_1019_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_1020_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_1054_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_1056_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_1058_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_1061_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_313T_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_315T_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_316T_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_NRL-AI-1615_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_NRL-AI-1616_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_NRL-AI-689_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_NRL-AI-690_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_NRL-AI-8471_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Bangladesh_NRL-AI-8473_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Hokkaido_0101Q054_2022.fa	A3
A_crow_Hokkaido_0101Q056_2022.fa	A3
A_crow_Hokkaido_0101Q061_2022.fa	A3
A_crow_Hokkaido_0102F043_2022.fa	A3
A_crow_Hokkaido_0102F046_2022.fa	A3
A_crow_Hokkaido_0102F048_2022.fa	A3
A_crow_Hokkaido_0102L010_2022.fa	A3
A_crow_Hokkaido_0102L015_2022.fa	A3
A_crow_Hokkaido_0102M086_2022.fa	A3
A_crow_Hokkaido_0103B065_2022.fa	A3
A_crow_Hokkaido_0103L018_2022.fa	A3
A_crow_Hokkaido_HU-1_2022.fa	A3
A_crow_Illinois_24_004479-001_2024.fa	B3.7
A_crow_Illinois_24_004479-002_2024.fa	B3.7
A_crow_India_01CA02_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_India_01CA12_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_India_01TR01_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_India_02CA02_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_India_02CA07_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_India_03CA06_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_India_11CA01_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_India_11CL01_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_India_11TI07_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_India_11TI11_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_India_11TI16_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Ireland_035624_22VIR1325-11_2021.fa	A5
A_crow_Kansas_W23-968A_2023.fa	B3.6
A_crow_Kazakhstan_15-20-B-Talg-4_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_crow_Khabarovsk_776-56_2022.fa	A3
A_crow_Kyoto_36_2004.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Kyoto_53_2004.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Kyoto_70_2004.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Kyoto_907_2004.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Crow_NL-Oostwoud_16015372-004_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Osaka_102_2004.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_crow_Osaka_1660_2004.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_curlew_France_21P003648_2021.fa	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file
A_Curlew_Scotland_097010_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_curlew_Shandong_61_04.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_atratus_Hubei_2Z2-O_2016.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_Cygnus_atratus_Hubei_HF-1_2016.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_Cygnus_columbianus_Hubei_116_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Cygnus_columbianus_Hubei_117_2021.fa	Not assigned: No Matching Genotypes
A_Cygnus_columbianus_Hubei_121_2021.fa	Not assigned: Only 6 segments >98.0% match found of total 8 segments in input file
A_Cygnus_columbianus_Hubei_123_2021.fa	Not assigned: No Matching Genotypes
A_Cygnus_columbianus_Hubei_126_2021.fa	Not assigned: No Matching Genotypes
A_Cygnus_columbianus_Hubei_127_2021.fa	Not assigned: No Matching Genotypes
A_Cygnus_columbianus_Hubei_128_2021.fa	Not assigned: No Matching Genotypes
A_Cygnus_columbianus_Hubei_49_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Cygnus_columbianus_Hubei_50_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Cygnus_columbianus_Hubei_51_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Cygnus_columbianus_Hubei_52_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Cygnus_columbianus_Hubei_53_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Cygnus_columbianus_Hubei_56_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_cygnus_cygnus_Iran_754_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_cygnus_Krasnodar_329_07.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_cygnus_cygnus_Romania_10008_23VIR1145-3_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_cygnus_cygnus_Romania_10164_23VIR1145-8_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_cygnus_cygnus_Romania_10171_23VIR1145-9_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_cygnus_cygnus_Romania_17198_23VIR1145-2_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Astrakhan_Ast05-2-10_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Astrakhan_Ast05-2-1_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Astrakhan_Ast05-2-2_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Astrakhan_Ast05-2-3_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Astrakhan_Ast05-2-4_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Astrakhan_Ast05-2-5_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Astrakhan_Ast05-2-6_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Astrakhan_Ast05-2-7_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Astrakhan_Ast05-2-8_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Astrakhan_Ast05-2-9_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Belgium_10811-0003_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Belgium_11304_0009_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Belgium_1567_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Belgium_2967_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Caspian_Sea_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_cygnus_olor_Croatia_1_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Czech_Republic_10732_07.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Czech_Republic_10814_06.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Czech_Republic_6111_06.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_England_AS00890_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_England_AS00918_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_England_UnringedBirdB_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_England_WULH_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_England_WVJX_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_England_WVTK_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_England_WVUK_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_England_WVZP_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_England_YBOV_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Germany_R1372_2007.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_cygnus_olor_Italy_808_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_cygnus_olor_Romania_10039_23VIR1145-4_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_cygnus_olor_Romania_10101_23VIR1145-5_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_cygnus_olor_Romania_10102_23VIR1145-6_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_cygnus_olor_Romania_10103_23VIR1145-7_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Romania_16381_21VIR10306_2021.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_cygnus_olor_Romania_17142_23VIR1145-1_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Spain_1675-1_22VIR6312-14_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Cygnus_olor_Spain_1950-10_22VIR6312-46_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_dairy_cow_Colorado_UW-9084466_2024.fa	B3.13
A_dairy_cow_Idaho_24_009491-001_2024.fa	B3.13
A_dairy_cow_Idaho_24_009491-002_2024.fa	B3.13
A_dairy_cow_Idaho_24_009491-003_2024.fa	B3.13
A_dairy_cow_Idaho_24_009491-005_2024.fa	B3.13
A_dairy_cow_Idaho_24_009491-006_2024.fa	B3.13
A_dairy_cow_Idaho_24_009491-007_2024.fa	B3.13
A_dairy_cow_Kansas_24-008766-001-original_2024.fa	B3.13
A_dairy_cow_Kansas_24_008767-001_2024.fa	B3.13
A_dairy_cow_Kansas_24_009497-003_2024.fa	B3.13
A_dairy_cow_Kansas_24_009497-004_2024.fa	B3.13
A_dairy_cow_Kansas_24_009497-005_2024.fa	B3.13
